IDENTIFIER,ESTABLISHMENTS - TOTAL,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,NUMBER OF PERMANENT BEDS,TOTAL ARRIVALS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_AUSTRIAN TOURISTS,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,TOTAL NIGHTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_AUSTRIAN TOURISTS,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS
1kmN2467E4688,9,10,38,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2467E4689,7,39,92,643,125,518,83,215,31,19,3937,400,3537,621,1859,182,31
1kmN2467E4690,22,43,135,1073,10,1063,95,687,39,1,8920,23,8897,537,6399,226,2
1kmN2467E4691,5,5,25,183,0,183,23,135,0,0,1772,0,1772,207,1310,0,0
1kmN2467E4697,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2467E4736,5,44,99,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4603,4,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4605,19,78,174,1607,33,1574,261,655,203,40,11640,162,11478,1783,5926,1031,196
1kmN2468E4606,34,69,201,2251,142,2109,198,708,417,123,14052,595,13457,1006,6342,1989,338
1kmN2468E4607,32,71,198,1847,78,1769,223,645,256,88,12989,286,12703,1404,5788,1279,224
1kmN2468E4608,18,26,100,806,8,798,84,454,59,14,6958,41,6917,589,4605,392,86
1kmN2468E4609,5,13,43,204,2,202,8,150,9,0,2081,12,2069,56,1608,108,0
1kmN2468E4610,3,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4612,3,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4613,33,115,242,1060,66,994,183,224,49,82,6834,175,6659,870,1882,249,137
1kmN2468E4615,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4617,13,29,72,758,8,750,105,460,27,19,6937,41,6896,848,4424,178,75
1kmN2468E4618,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4622,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4623,4,4,17,153,16,137,3,50,8,0,1281,72,1209,21,532,56,0
1kmN2468E4624,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4625,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4627,2,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4632,2,7,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4646,3,7,15,205,0,205,19,128,22,0,2000,0,2000,157,1460,127,0
1kmN2468E4647,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4648,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4653,3,8,19,95,0,95,15,58,3,0,812,0,812,140,496,12,0
1kmN2468E4654,17,49,127,1554,64,1490,181,266,176,67,9589,322,9267,838,2476,1033,412
1kmN2468E4655,106,395,1067,18013,361,17652,2785,4250,2395,2278,85356,1665,83691,12955,22120,10985,10115
1kmN2468E4678,76,244,663,7910,2213,5697,335,1039,429,1798,47923,12923,35000,2025,8592,2786,9240
1kmN2468E4683,63,133,372,3315,286,3029,390,1154,161,169,24517,1759,22758,2651,10368,1094,840
1kmN2468E4684,43,108,271,3003,465,2538,229,846,150,129,18943,2482,16461,1398,7076,631,559
1kmN2468E4685,12,24,80,512,42,470,20,120,26,56,3707,234,3473,191,1182,146,375
1kmN2468E4688,14,33,86,958,88,870,142,291,41,101,5181,344,4837,639,2343,193,365
1kmN2468E4689,3,5,13,101,10,91,19,41,0,0,783,34,749,132,337,0,0
1kmN2468E4690,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4731,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2468E4736,3,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4603,143,1225,3605,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4604,5,5,17,216,0,216,6,86,2,120,1541,0,1541,46,770,6,713
1kmN2469E4606,3,7,22,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4607,11,18,46,380,15,365,23,154,71,16,3148,85,3063,129,1568,443,90
1kmN2469E4608,14,25,69,419,13,406,7,224,71,13,4259,61,4198,41,2391,474,61
1kmN2469E4611,4,8,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4612,11,39,85,528,4,524,56,248,36,0,4669,4,4665,431,2352,221,0
1kmN2469E4613,23,61,137,1711,154,1557,186,501,87,63,10171,432,9739,1155,4569,262,204
1kmN2469E4616,4,13,30,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4617,3,8,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4623,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4624,6,20,47,908,149,759,48,280,43,32,3748,277,3471,127,1680,98,46
1kmN2469E4625,1,3,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4627,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4633,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4638,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4654,4,12,30,150,8,142,25,43,4,2,807,16,791,113,265,40,4
1kmN2469E4655,28,64,175,1663,32,1631,223,624,183,46,10298,112,10186,1260,5123,758,240
1kmN2469E4683,13,23,57,632,181,451,83,116,56,34,3602,582,3020,520,1108,459,116
1kmN2469E4686,6,9,26,190,3,187,28,107,9,0,1811,12,1799,224,1177,87,0
1kmN2469E4687,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4731,2,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2469E4758,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4603,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4604,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4613,9,17,39,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4614,2,6,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4615,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4617,7,16,36,387,6,381,66,204,15,2,2661,12,2649,525,1356,97,26
1kmN2470E4622,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4623,6,7,32,256,9,247,17,161,1,0,2700,59,2641,195,1688,11,0
1kmN2470E4635,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4655,3,12,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4680,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4682,5,8,22,332,10,322,18,87,37,27,1493,26,1467,96,743,111,43
1kmN2470E4683,3,5,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4685,3,6,18,120,0,120,11,39,6,0,958,0,958,97,354,48,0
1kmN2470E4686,4,5,18,99,7,92,7,27,0,0,722,32,690,26,309,0,0
1kmN2470E4716,1,2,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2470E4731,4,4,16,714,121,593,18,77,66,1,1341,190,1151,100,147,71,1
1kmN2470E4750,1,2500,5000,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4602,1,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4603,1,3004,9012,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4604,77,167,471,4171,143,4028,768,1358,475,159,30824,610,30214,5351,12417,2897,796
1kmN2471E4605,35,82,208,2126,101,2025,253,866,221,63,17213,438,16775,1803,8663,1622,268
1kmN2471E4606,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4607,11,31,74,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4609,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4610,10,27,69,451,23,428,63,244,30,26,3244,81,3163,429,2210,118,50
1kmN2471E4611,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4612,5,16,35,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4614,2,8,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4615,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4616,4,15,30,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4617,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4618,6,14,39,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4622,1,4,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4628,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4629,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4630,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4635,2,6,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4645,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4655,1,3,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4656,36,399,1162,16595,618,15977,1192,3585,1339,2730,65956,2467,63489,4935,16797,4910,11251
1kmN2471E4680,3,6,12,119,1,118,10,75,2,0,1136,7,1129,126,708,14,0
1kmN2471E4681,9,20,48,262,57,205,19,44,24,14,1923,298,1625,120,443,166,56
1kmN2471E4682,28,55,135,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4684,3,8,15,185,25,160,0,116,2,0,1483,39,1444,0,1247,12,0
1kmN2471E4685,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4717,3,4,12,53,32,21,0,4,6,0,177,86,91,0,20,12,0
1kmN2471E4731,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4732,1,2,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4733,5,21,70,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E4735,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2471E5022,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4604,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4605,77,3183,8890,115766,2583,113183,28712,31881,11994,13327,773463,9793,763670,182732,263375,64321,67669
1kmN2472E4606,4,7,20,141,2,139,19,74,4,9,1088,8,1080,125,653,44,42
1kmN2472E4609,15,40,98,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4610,82,169,455,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4611,4,11,22,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4613,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4615,7,19,40,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4617,2,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4621,3,7,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4622,1,3,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4643,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4646,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4654,2,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4655,11,23,75,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4679,54,941,2326,32957,2670,30287,657,3026,941,11322,134532,13441,121091,2762,12589,2265,47640
1kmN2472E4680,13,16,40,368,33,335,16,57,34,39,2322,169,2153,82,648,247,190
1kmN2472E4681,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4683,5,6,25,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4715,7,19,37,177,113,64,3,25,28,4,826,445,381,8,284,55,21
1kmN2472E4725,4,11,34,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4731,5,40,106,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4732,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4739,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2472E4741,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4600,19,36,88,743,18,725,113,153,110,65,4699,94,4605,549,1213,824,270
1kmN2473E4607,12,23,61,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4609,9,29,60,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4610,11,25,59,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4611,6,10,25,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4613,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4614,2,2,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4615,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4617,3,9,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4619,7,10,34,281,8,273,21,179,7,0,2670,46,2624,155,1890,49,0
1kmN2473E4620,6,17,38,341,6,335,40,169,0,0,3125,62,3063,295,1613,0,0
1kmN2473E4622,4,13,26,225,0,225,6,137,0,0,2408,0,2408,42,1438,0,0
1kmN2473E4634,2,5,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4636,2,5,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4642,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4644,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4655,11,26,58,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4656,66,155,364,4071,489,3582,621,823,320,119,25787,2280,23507,3658,6502,2117,648
1kmN2473E4679,8,11,28,258,13,245,7,77,26,14,1746,73,1673,35,640,152,82
1kmN2473E4680,8,63,150,2636,1055,1581,93,242,258,72,6735,2762,3973,365,1190,479,127
1kmN2473E4681,2,3,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4714,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4733,2,7,19,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2473E4741,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4599,4,23,51,1405,31,1374,483,229,118,192,7964,121,7843,2393,1761,664,993
1kmN2474E4600,464,3938,10997,193505,7421,186084,44049,38399,14908,53406,1014351,20493,993858,201740,275379,59234,249335
1kmN2474E4601,5,8,20,95,10,85,0,16,17,13,711,70,641,0,113,103,120
1kmN2474E4602,15,23,64,894,31,863,82,159,202,115,4486,133,4353,334,1141,950,367
1kmN2474E4607,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4612,8,23,51,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4613,7,16,45,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4614,1,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4615,5,12,30,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4618,3,5,19,144,1,143,6,44,1,0,1132,10,1122,42,448,14,0
1kmN2474E4619,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4621,3,8,16,124,8,116,12,66,0,0,1129,24,1105,119,623,0,0
1kmN2474E4623,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4624,3,7,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4631,2,3,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4636,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4639,3,7,19,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4641,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4644,1,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4645,2,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4655,13,20,58,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4656,150,943,2133,75390,12533,62857,8865,10323,6471,5155,253300,30747,222553,34729,53900,21628,13085
1kmN2474E4680,8,17,34,527,55,472,51,118,44,24,2256,146,2110,230,724,183,98
1kmN2474E4681,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4682,12,27,59,450,18,432,34,162,34,3,3118,58,3060,216,1474,193,10
1kmN2474E4691,8,13,35,432,219,213,0,53,14,11,1521,491,1030,0,436,42,14
1kmN2474E4730,2,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4732,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2474E4758,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4598,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4599,2,56,157,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4600,11,19,50,529,14,515,90,171,52,56,3567,70,3497,466,1327,367,343
1kmN2475E4601,14,33,78,422,11,411,58,189,25,26,3435,70,3365,450,1729,193,72
1kmN2475E4602,4,10,20,195,6,189,46,75,8,10,1298,8,1290,305,566,22,52
1kmN2475E4603,2,4,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4610,1,8,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4613,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4614,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4615,3,10,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4618,3,9,20,140,16,124,8,65,6,1,922,54,868,16,653,12,1
1kmN2475E4619,4,8,19,141,7,134,14,36,4,4,915,19,896,113,287,13,12
1kmN2475E4620,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4631,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4650,1,9,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4655,22,32,104,1090,117,973,110,350,86,21,7230,905,6325,634,3214,526,45
1kmN2475E4656,106,186,561,6654,307,6347,547,1949,437,177,40967,1166,39801,2854,16326,2008,582
1kmN2475E4657,34,83,212,3591,183,3408,448,575,432,159,16772,564,16208,1708,3711,1887,574
1kmN2475E4674,5,9,40,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4675,11,19,50,350,20,330,20,70,30,3,3095,161,2934,92,627,320,17
1kmN2475E4677,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4680,3,3,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4691,3,7,19,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4729,2,3,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4730,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4731,1,9,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2475E4732,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4599,116,389,1270,8794,112,8682,467,1096,551,5046,56736,436,56300,2680,9999,3045,31405
1kmN2476E4601,3,5,10,164,0,164,47,45,14,29,991,0,991,310,403,57,82
1kmN2476E4602,47,118,288,2693,210,2483,305,927,320,257,17958,699,17259,1799,8934,1616,1016
1kmN2476E4603,1,4,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4612,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4613,8,21,50,527,14,513,68,163,0,1,4158,50,4108,410,1416,0,7
1kmN2476E4614,5,10,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4615,10,20,49,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4616,12,27,69,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4618,8,16,34,251,0,251,9,120,10,2,2137,0,2137,39,1211,40,6
1kmN2476E4619,11,33,72,1032,167,865,50,197,108,79,5007,324,4683,282,1473,162,131
1kmN2476E4620,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4621,22,55,131,4421,291,4130,394,1117,341,213,10060,566,9494,852,2877,506,408
1kmN2476E4623,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4625,2,6,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4641,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4646,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4655,13,17,57,596,30,566,60,161,38,11,3093,57,3036,277,1218,96,23
1kmN2476E4656,52,137,355,4064,216,3848,326,900,469,92,21478,853,20625,1473,6874,1729,424
1kmN2476E4657,137,639,1607,28117,1099,27018,4095,6261,2273,1163,114262,3959,110303,16951,30113,7317,4047
1kmN2476E4673,58,188,448,8768,4517,4251,461,892,717,163,33711,12648,21063,2262,6996,2333,391
1kmN2476E4674,13,20,54,670,73,597,39,195,56,7,4646,623,4023,219,1562,276,14
1kmN2476E4676,8,8,21,135,33,102,9,34,14,7,698,82,616,35,277,90,25
1kmN2476E4677,13,13,35,509,36,473,15,89,57,2,2259,84,2175,73,535,272,4
1kmN2476E4680,4,4,12,131,0,131,2,100,0,0,1338,0,1338,8,1043,0,0
1kmN2476E4686,4,4,12,86,30,56,3,14,6,6,367,64,303,6,158,16,14
1kmN2476E4688,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4726,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4731,7,33,74,7044,1477,5567,142,282,443,32,8585,2329,6256,195,393,632,37
1kmN2476E4746,1,3,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2476E4756,2,2,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2477E4599,2,3,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
